Checkbox,Country/Region,Email,Email Validation,First Name,HubSpot Record ID,Industry,Last Name,Original Email,Phone Number,Street Address,Temporary ID,Training Create Date,country_found,city_found,Known City,Extension
Yes,Winchester,luke_quinnell849531319@elnee.tech,Valid,Luke,,Fruit;Vegetables,Quinnell,,+(44)6257 685213,"Angel  Avenue, 1800",89925842230,2021-03-29,England,Winchester,True,ext 32
Yes,Waterford,rhea_baker559263812@yahoo.com,Valid,Rhea,,Poultry;Fish,Baker,,+(353)7041 801848,"Sheffield Avenue, 4509",89930396312,2021-04-14,Ireland,Waterford,True,ext 25
Yes,Dublin,luke_buckley1550105376@bungar.biz,Valid,Luke,,Fruit;Vegetables,Buckley,,+(353)3108 155182,"Kilner   Pass, 4464",89931861407,2021-06-24,Ireland,Dublin,True,ext 7
Yes,Waterford,tess_sylvester1110780854@nanoff.biz,Valid,Tess,,Animal feeds,Sylvester,,+(353)8246 102385,"Chester      Avenue, 1372",89922060607,2021-08-27,Ireland,Waterford,True,ext 85
Yes,England,margaret_roberts92125545@nickia.com,Valid,Margaret,,Bakery products,Roberts,,+(44)4806 661158,"Spruce Drive, 9360",89931035545,2021-06-06,England,,False,ext 3
Yes,Oxford,logan_spencer419648933@typill.biz,Valid,Logan,,Fruit;Vegetables,Spencer,,+(44)5003 138561,"Cephas  Walk, 6473",89931319180,2021-02-27,England,Oxford,True,ext 87
Yes,Oxford,ronald_mould2086560182@nimogy.biz,Valid,Ronald,,Animal feeds,Mould,,+(44)7506 652758,"Yoakley Boulevard, 9033",89930179861,2021-08-02,England,Oxford,True,ext 66
Yes,Ireland,russel_wade768648868@bungar.biz,Valid,Russel,,Meat,Wade,,+(353)2435 352140,"Shepherds  Grove, 7826",89931861405,2021-11-23,Ireland,,False,ext 9
Yes,Waterford,rocco_anderson1372418230@acrit.org,Valid,Rocco,,Animal feeds,Anderson,,+(353)2204 162055,"Black Friars   Crossroad, 5838",89931861406,2021-08-10,Ireland,Waterford,True,ext 27
Yes,Ireland,stacy_sinclair1787220014@supunk.biz,Valid,Stacy,,Milling,Sinclair,,+(353)4742 05137,"Timber   Hill, 1428",89929944335,2021-08-01,Ireland,,False,ext 81
Yes,Winchester,madison_salt200704089@gmail.com,Valid,Madison,,Animal feeds,Salt,,+(44)3560 744460,"York Tunnel, 5932",89931298406,2021-10-08,England,Winchester,True,ext 60
Yes,London,ryan_eddison446038561@atink.com,Valid,Ryan,,Bakery products,Eddison,,+(44)4851 764436,"King Vale, 1183",89878047303,2021-02-17,England,London,True,ext 83
Yes,England,logan_noon349751851@sheye.org,Valid,Logan,,Animal feeds,Noon,,+(44)2643 257432,"Cedarne  Hill, 9826",89881198598,2021-07-26,England,,False,ext 64
Yes,Plymouth,lucas_adler114372365@mafthy.com,Valid,Lucas,,Dairy products,Adler,,+(44)2117 51576,"Heritage Avenue, 3106",89923836054,2021-12-29,England,Plymouth,True,ext 85
Yes,Ireland,rick_oldfield985800168@brety.org,Valid,Rick,,Dairy products,Oldfield,,+(353)1070 406584,"Abbotswell  Alley, 4675",89923942533,2021-07-11,Ireland,,False,ext 95
Yes,Cork,logan_spencer1818682707@nimogy.biz,Valid,Logan,,Dairy products,Spencer,,+(353)6660 746747,"Chatfield  Alley, 9658",89925826862,2021-05-24,Ireland,Cork,True,ext 70
Yes,Oxford,mark_tennant1227326310@jiman.org,Valid,Mark,,Meat,Tennant,,+(44)7573 156436,"Dutton   Rue, 7393",89900063024,2021-07-30,England,Oxford,True,ext 77
Yes,Waterford,summer_griffiths1858275507@ubusive.com,Valid,Summer,,Animal feeds,Griffiths,,+(353)7543 367648,"Castile  Boulevard, 1178",89926071673,2021-09-04,Ireland,Waterford,True,ext 7
Yes,England,mandy_martin1950459761@gembat.biz,Valid,Mandy,,Bakery products,Martin,,+(44)1077 344102,"Spruce Rue, 8842",89926071674,2021-01-03,England,,False,ext 46
Yes,Waterford,luke_reynolds56818675@mafthy.com,Valid,Luke,,Dairy products,Reynolds,,+(353)8880 2724,"Endsleigh  Avenue, 6769",89922619545,2021-08-31,Ireland,Waterford,True,ext 44
Yes,Dublin,tom_ballard1523806054@twipet.com,Valid,Tom,,Poultry;Fish,Ballard,,+(353)3128 02716,"Burton  Street, 9782",89923852623,2021-03-31,Ireland,Dublin,True,ext 12
Yes,Plymouth,manuel_anderson1370588617@muall.tech,Valid,Manuel,,Bakery products,Anderson,,+(44)5715 533274,"Bigland  Lane, 9075",89923942534,2021-09-14,England,Plymouth,True,ext 76
Yes,Plymouth,logan_furnell622273009@ovock.tech,Valid,Logan,,Milling,Furnell,,+(44)3821 688303,"Belmont Park Grove, 7497",89923994162,2021-09-30,England,Plymouth,True,ext 13
Yes,Dublin,leslie_collins65573628@yahoo.com,Valid,Leslie,,Milling,Collins,,+(353)3267 127285,"Church Drive, 3234",89925150300,2021-07-03,Ireland,Dublin,True,ext 51
Yes,Cork,rocco_moore822055752@kideod.biz,Valid,Rocco,,Milling,Moore,,+(353)1513 55871,"Coal Wharf  Vale, 1959",89929187473,2021-12-30,Ireland,Cork,True,ext 55
Yes,England,luke_cork1754505785@ubusive.com,Valid,Luke,,Fruit;Vegetables,Cork,,+(44)1536 565056,"Jackson Route, 9177",89931298407,2021-08-30,England,,False,ext 10
Yes,Cork,martin_gardner494261239@cispeto.com,Valid,Martin,,Dairy products,Gardner,,+(353)4860 723171,"Ayres   Street, 721",89931827061,2021-12-20,Ireland,Cork,True,ext 100
Yes,Oxford,denis_whatson158943461@yahoo.com,Valid,Denis,,Meat,Whatson,,+(44)1745 408310,"Bliss  Drive, 581",89932055626,2021-08-27,England,Oxford,True,ext 11
Yes,Winchester,rufus_abbot629638896@yahoo.com,Valid,Rufus,,Fruit;Vegetables,Abbot,,+(44)8454 232518,"Clyde Hill, 8223",89932055627,2021-09-09,England,Winchester,True,ext 72
Yes,Limerick,macy_trent1879943219@elnee.tech,Valid,Macy,,Animal feeds,Trent,,+(353)4475 337470,"Emden   Tunnel, 5054",89932071350,2021-04-14,Ireland,Limerick,True,ext 80
Yes,England,rick_chapman2056382082@infotech44.tech,Valid,Rick,,Dairy products,Chapman,,+(44)7427 736811,"Eaglet  Grove, 1287",89932287775,2021-05-01,England,,False,ext 32
Yes,Milton Keynes,luke_buckley328662299@gompie.com,Valid,Luke,,Fruit;Vegetables,Buckley,,+(44)5785 772646,"Badric  Way, 3732",89924828760,2021-11-01,England,Milton Keynes,True,ext 50
Yes,Winchester,selena_ainsworth1021470585@zorer.org,Valid,Selena,,Meat,Ainsworth,,+(44)7584 215688,"Caslon   Pass, 6899",89925842231,2021-10-09,England,Winchester,True,ext 32
Yes,Ireland,manuel_campbell1672018802@sheye.org,Valid,Manuel,,Fruit;Vegetables,Campbell,,+(353)7070 125521,"Bekesbourne   Lane, 3389",89926039854,2021-04-26,Ireland,,False,ext 61
Yes,Milton Keynes,maia_adams1107813164@fuliss.net,Valid,Maia,,Fruit;Vegetables,Adams,,+(44)4214 136552,"Calshot   Route, 4521",89922822169,2021-07-07,England,Milton Keynes,True,ext 6
Yes,Dublin,rick_scott1295347785@acrit.org,Valid,Rick,,Fruit;Vegetables,Scott,,+(353)8502 342505,"Comet House  Road, 15",89932102149,2021-01-13,Ireland,Dublin,True,ext 29
Yes,Oxford,liam_rowlands1242144715@nickia.com,Valid,Liam,,Bakery products,Rowlands,,+(44)5025 01426,"Woodland Avenue, 1619",89925695101,2021-11-16,England,Oxford,True,ext 15
Yes,Limerick,ronald_yates1207860635@corti.com,Valid,Ronald,,Bakery products,Yates,,+(353)3166 548850,"Bellenden  Drive, 9161",89932102150,2021-05-16,Ireland,Limerick,True,ext 27
Yes,Waterford,stephanie_rowlands1646158608@fuliss.net,Valid,Stephanie,,Bakery products,Rowlands,,+(353)2328 3116,"Abbey   Crossroad, 9248",89910465648,2021-06-15,Ireland,Waterford,True,ext 3
Yes,Winchester,manuel_parr389285311@kideod.biz,Valid,Manuel,,Dairy products,Parr,,+(44)5768 024533,"Rosewood Alley, 1085",89917963679,2021-05-11,England,Winchester,True,ext 1
Yes,Winchester,monica_vollans1836766308@naiker.biz,Valid,Monica,,Meat,Vollans,,+(44)8480 016672,"Canon Pass, 7950",89922854720,2021-09-21,England,Winchester,True,ext 35
Yes,Milton Keynes,rufus_palmer1745645955@infotech44.tech,Valid,Rufus,,Poultry;Fish,Palmer,,+(44)3443 54465,"Apostle  Crossroad, 1187",89922854721,2021-01-13,England,Milton Keynes,True,ext 76
Yes,England,denny_cowan1290622276@tonsy.org,Valid,Denny,,Dairy products,Cowan,,+(44)8231 656520,"Canon Lane, 5093",89924828761,2021-06-29,England,,False,ext 69
Yes,Winchester,ramon_downing355348892@naiker.biz,Valid,Ramon,,Dairy products,Downing,,+(44)2466 161014,"Collingwood  Alley, 8357",89931298409,2021-06-22,England,Winchester,True,ext 31
Yes,Waterford,nate_robinson1075624006@vetan.org,Valid,Nate,,Milling,Robinson,,+(353)4762 113815,"Vintners  Pass, 8230",89901150736,2021-11-27,Ireland,Waterford,True,ext 93
Yes,London,tony_walker142803554@grannar.com,Valid,Tony,,Dairy products,Walker,,+(44)2467 153462,"Badric  Way, 394",89925842232,2021-10-04,England,London,True,ext 16
Yes,Winchester,phillip_samuel2065386392@elnee.tech,Valid,Phillip,,Bakery products,Samuel,,+(44)4878 285115,"Colombo   Street, 6236",89925992631,2021-02-15,England,Winchester,True,ext 62
,Ireland,peter_wright61175159@eirey.tech,Valid,Peter,,Bakery products,Wright,,+(353)4745 473327,"Collent   Rue, 5779",89926118263,2021-10-22,Ireland,,False,ext 39
Yes,Dublin,rocco_moore497198371@brety.org,Valid,Rocco,,Animal feeds,Moore,,+(353)2034 183267,"Bellenden  Boulevard, 2432",89929492385,2021-05-04,Ireland,Dublin,True,ext 40
Yes,Waterford,marjorie_corbett424536867@iatim.tech,Valid,Marjorie,,Fruit;Vegetables,Corbett,,+(353)5364 148301,"Bayberry Crossroad, 6627",89931893083,2021-07-16,Ireland,Waterford,True,ext 100
Yes,London,savannah_vaughan701311032@supunk.biz,Valid,Savannah,,Fruit;Vegetables,Vaughan,,+(44)1052 377400,"Coley  Way, 4992",89931952547,2021-05-13,England,London,True,ext 15
Yes,Dublin,logan_broomfield177679940@guentu.biz,Valid,Logan,,Poultry;Fish,Broomfield,,+(353)6733 526056,"Yorkshire  Drive, 8607",89892117672,2021-03-12,Ireland,Dublin,True,ext 16
Yes,Winchester,domenic_ramsey2029242229@kideod.biz,Valid,Domenic,,Milling,Ramsey,,+(44)4545 403263,"Zealand Way, 4613",89900063025,2021-12-02,England,Winchester,True,ext 34
Yes,Plymouth,russel_milner449705267@nimogy.biz,Valid,Russel,,Bakery products,Milner,,+(44)3875 874084,"Waldram Park  Drive, 563",89900063026,2021-03-30,England,Plymouth,True,ext 66
Yes,London,rihanna_lucas1570483380@muall.tech,Valid,Rihanna,,Dairy products,Lucas,,+(44)7275 882643,"Underwood  Boulevard, 392",89922428466,2021-09-24,England,London,True,ext 13
Yes,Cork,domenic_randall1409208456@guentu.biz,Valid,Domenic,,Animal feeds,Randall,,+(353)1088 874243,"Boadicea   Route, 6397",89900063027,2021-06-12,Ireland,Cork,True,ext 58
Yes,Cork,skylar_bentley309684957@famism.biz,Valid,Skylar,,Meat,Bentley,,+(353)3660 357544,"Waldram Park  Avenue, 7364",89922872850,2021-08-29,Ireland,Cork,True,ext 68
Yes,Cork,tom_townend807193035@infotech44.tech,Valid,Tom,,Bakery products,Townend,,+(353)1383 214063,"North Rue, 6098",89923977095,2021-11-21,Ireland,Cork,True,ext 96
Yes,Milton Keynes,rocco_weasley1107200801@nanoff.biz,Valid,Rocco,,Dairy products,Weasley,,+(44)2322 601240,"Bingham   Hill, 5956",89924136522,2021-08-26,England,Milton Keynes,True,ext 86
Yes,Plymouth,ronald_bryant812864419@mafthy.com,Valid,Ronald,,Dairy products,Bryant,,+(44)1042 503142,"Endsleigh  Lane, 159",89931282351,2021-08-23,England,Plymouth,True,ext 8
Yes,Ireland,sarah_radley320349203@liret.org,Valid,Sarah,,Animal feeds,Radley,,+(353)7467 336145,"York Rue, 6588",89932055628,2021-07-01,Ireland,,False,ext 28
Yes,Dublin,tyler_ulyatt27579783@womeona.net,Valid,Tyler,,Bakery products,Ulyatt,,+(353)6452 871856,"Bel   Boulevard, 8059",89901150738,2021-09-07,Ireland,Dublin,True,ext 47
Yes,Limerick,ryan_cobb1554356686@ubusive.com,Valid,Ryan,,Fruit;Vegetables,Cobb,,+(353)5371 6521,"Elia   Hill, 6431",89924010271,2021-11-20,Ireland,Limerick,True,ext 60
Yes,Plymouth,doris_price2032483454@infotech44.tech,Valid,Doris,,Dairy products,Price,,+(44)8351 814016,"Marischal  Drive, 7",89929944336,2021-05-13,England,Plymouth,True,ext 60
Yes,Limerick,sofie_spencer677484052@bungar.biz,Valid,Sofie,,Poultry;Fish,Spencer,,+(353)6105 05301,"Bective  Boulevard, 1669",89931893084,2021-11-12,Ireland,Limerick,True,ext 37
Yes,Limerick,nathan_locke1569745398@infotech44.tech,Valid,Nathan,,Bakery products,Locke,,+(353)5765 024777,"Parkgate  Avenue, 2043",89910465650,2021-01-27,Ireland,Limerick,True,ext 32
Yes,Oxford,lucas_turner1205289312@irrepsy.com,Valid,Lucas,,Bakery products,Turner,,+(44)1706 600450,"Chart   Alley, 716",89922443662,2021-11-01,England,Oxford,True,ext 12
Yes,Milton Keynes,manuel_jones464794519@muall.tech,Valid,Manuel,,Poultry;Fish,Jones,,+(44)1038 426180,"Blomfield  Tunnel, 9262",89923977099,2021-02-28,England,Milton Keynes,True,ext 100
Yes,Waterford,nicholas_mcnally187659265@joiniaa.com,Valid,Nicholas,,Fruit;Vegetables,Mcnally,,+(353)3713 58464,"Castlereagh   Route, 550",89924010270,2021-01-22,Ireland,Waterford,True,ext 34
Yes,London,nathan_lane307766688@atink.com,Valid,Nathan,,Animal feeds,Lane,,+(44)1145 055861,"Elystan  Tunnel, 8273",89892590235,2021-11-03,England,London,True,ext 49
Yes,Cork,rick_wright1455549975@nanoff.biz,Valid,Rick,,Poultry;Fish,Wright,,+(353)4633 443174,"Babmaes    Grove, 9936",89915204358,2021-01-05,Ireland,Cork,True,ext 37
Yes,England,eduardo_duvall2131118598@typill.biz,Valid,Eduardo,,Bakery products,Duvall,,+(44)1265 138462,"East Crossroad, 241",89922428467,2021-10-10,England,,False,ext 6
Yes,Milton Keynes,ruth_morley957959364@atink.com,Valid,Ruth,,Fruit;Vegetables,Morley,,+(44)1058 036122,"Addison  Vale, 7157",89922854723,2021-04-13,England,Milton Keynes,True,ext 11
Yes,Dublin,domenic_wren595911150@iatim.tech,Valid,Domenic,,Poultry;Fish,Wren,,+(353)8868 713382,"Chatsworth  Vale, 5319",89925150303,2021-05-29,Ireland,Dublin,True,ext 18
Yes,Winchester,manuel_wilton1250158845@iatim.tech,Valid,Manuel,,Poultry;Fish,Wilton,,+(44)7174 36111,"Camley   Grove, 4421",89925710977,2021-06-15,England,Winchester,True,ext 57
Yes,England,roger_tait919391724@zorer.org,Valid,Roger,,Poultry;Fish,Tait,,+(44)7503 820834,"Clarges   Route, 152",89931319181,2021-01-25,England,,False,ext 34
Yes,Plymouth,nicholas_stubbs1396415931@vetan.org,Valid,Nicholas,,Bakery products,Stubbs,,+(44)7866 323088,"Rivervalley Street, 5090",89932437550,2021-04-11,England,Plymouth,True,ext 10
Yes,England,peter_lewis1941944969@joiniaa.com,Valid,Peter,,Bakery products,Lewis,,+(44)6445 545150,"Clyde Rue, 1020",89882990467,2021-07-04,England,,False,ext 23
Yes,Milton Keynes,matt_jackson79791312@deons.tech,Valid,Matt,,Meat,Jackson,,+(44)6870 744003,"Apsley    Rue, 2570",89922822170,2021-06-03,England,Milton Keynes,True,ext 21
Yes,London,eduardo_palmer464372168@gompie.com,Valid,Eduardo,,Fruit;Vegetables,Palmer,,+(44)8424 082450,"Baynes  Way, 8792",89922854722,2021-11-20,England,London,True,ext 26
Yes,London,roger_reid534192631@womeona.net,Valid,Roger,,Animal feeds,Reid,,+(44)8801 766650,"Elia   Lane, 2691",89923994163,2021-05-24,England,London,True,ext 71
Yes,Cork,rufus_summers2101871212@kideod.biz,Valid,Rufus,,Fruit;Vegetables,Summers,,+(353)8568 748241,"Angela   Avenue, 7070",89924115520,2021-08-31,Ireland,Cork,True,ext 42
Yes,England,nicholas_wood134316211@nanoff.biz,Valid,Nicholas,,Animal feeds,Wood,,+(44)6404 725721,"Thrale   Vale, 5345",89925992632,2021-04-29,England,,False,ext 95
Yes,Waterford,renee_kelly2084304131@brety.org,Valid,Renee,,Poultry;Fish,Kelly,,+(353)1354 570018,"Coalecroft  Street, 1187",89882497172,2021-05-05,Ireland,Waterford,True,ext 31
Yes,Waterford,mark_davies850728432@fuliss.net,Valid,Mark,,Fruit;Vegetables,Davies,,+(353)7024 365287,"Cave   Crossroad, 9475",89922837008,2021-11-12,Ireland,Waterford,True,ext 29
Yes,Dublin,rufus_shaw495789217@nanoff.biz,Valid,Rufus,,Poultry;Fish,Shaw,,+(353)3285 426016,"Ampton  Crossroad, 3361",89922888865,2021-07-04,Ireland,Dublin,True,ext 46
Yes,Cork,luke_oakley1919486236@corti.com,Valid,Luke,,Bakery products,Oakley,,+(353)5265 644358,"Garfield Avenue, 397",89924115521,2021-07-16,Ireland,Cork,True,ext 52
Yes,Waterford,elijah_martin840192470@acrit.org,Valid,Elijah,,Bakery products,Martin,,+(353)8452 071225,"English   Grove, 4515",89924844314,2021-01-31,Ireland,Waterford,True,ext 27
Yes,Ireland,rosalie_gordon1665544011@tonsy.org,Valid,Rosalie,,Milling,Gordon,,+(353)4455 480753,"Clerkenwell Tunnel, 7255",89929539370,2021-09-02,Ireland,,False,ext 56
Yes,Milton Keynes,lynn_avery954376616@deavo.com,Valid,Lynn,,Dairy products,Avery,,+(44)2016 018855,"Ellerman   Boulevard, 3191",89930378647,2021-05-21,England,Milton Keynes,True,ext 72
Yes,Limerick,ramon_forester588566222@tonsy.org,Valid,Ramon,,Fruit;Vegetables,Forester,,+(353)1284 618255,"Chancellor  Tunnel, 5088",89923836055,2021-07-07,Ireland,Limerick,True,ext 74
Yes,Milton Keynes,rowan_stewart1675650970@womeona.net,Valid,Rowan,,Poultry;Fish,Stewart,,+(44)2164 425345,"Magnolia Vale, 734",89924699176,2021-01-27,England,Milton Keynes,True,ext 6
Yes,Waterford,julius_hall865072037@joiniaa.com,Valid,Julius,,Poultry;Fish,Hall,,+(353)1334 867606,"East Route, 5047",89925826863,2021-11-21,Ireland,Waterford,True,ext 22
Yes,Oxford,rufus_walsh145330335@zorer.org,Valid,Rufus,,Dairy products,Walsh,,+(44)1362 701721,"Balfe   Boulevard, 754",89931298410,2021-11-15,England,Oxford,True,ext 78
Yes,Cork,nicole_johnson1942847645@sheye.org,Valid,Nicole,,Milling,Johnson,,+(353)2061 870007,"Glenwood Rue, 1755",89922888869,2021-06-18,Ireland,Cork,True,ext 30
Yes,England,elle_thomson2108995687@yahoo.com,Valid,Elle,,Bakery products,Thomson,,+(44)4180 801571,"Champion  Street, 6639",89923942535,2021-12-03,England,,False,ext 6
Yes,Milton Keynes,tom_morris2143676830@deavo.com,Valid,Tom,,Dairy products,Morris,,+(44)2244 432448,"Rail Lane, 6612",89923942536,2021-03-22,England,Milton Keynes,True,ext 44
,Cork,julius_vallory844097719@joiniaa.com,Valid,Julius,,Dairy products,Vallory,,+(353)5146 534633,"Cavendish Pass, 9792",89924859436,2021-04-03,Ireland,Cork,True,ext 40
Yes,Dublin,rosie_umney483846660@bungar.biz,Valid,Rosie,,Meat,Umney,,+(353)1786 06276,"Central  Boulevard, 6428",89925710978,2021-02-23,Ireland,Dublin,True,ext 90
Yes,Waterford,nick_larkin967715863@acrit.org,Valid,Nick,,Bakery products,Larkin,,+(353)6748 010218,"Calvin   Grove, 5170",89929640457,2021-09-30,Ireland,Waterford,True,ext 81
Yes,Waterford,ramon_leigh1999506677@irrepsy.com,Valid,Ramon,,Dairy products,Leigh,,+(353)8861 012384,"Victorian  Way, 7544",89932071351,2021-03-19,Ireland,Waterford,True,ext 90
Yes,Oxford,ryan_hill1734965840@nanoff.biz,Valid,Ryan,,Fruit;Vegetables,Hill,,+(44)7636 200001,"Argyle  Rue, 5316",89925020954,2021-07-10,England,Oxford,True,ext 77
Yes,Oxford,sadie_whitmore1662537727@liret.org,Valid,Sadie,,Dairy products,Whitmore,,+(44)1588 670610,"Oxford Boulevard, 6847",89929944337,2021-11-05,England,Oxford,True,ext 49
Yes,London,russel_driscoll2106890302@famism.biz,Valid,Russel,,Bakery products,Driscoll,,+(44)7473 806214,"Zealand Lane, 5390",89929961606,2021-07-13,England,London,True,ext 36
Yes,Ireland,russel_rothwell1204449410@gmail.com,Valid,Russel,,Bakery products,Rothwell,,+(353)3707 242751,"Cleveland  Lane, 315",89931319182,2021-07-17,Ireland,,False,ext 30
Yes,Waterford,savannah_evans302676974@sveldo.biz,Valid,Savannah,,Milling,Evans,,+(353)6076 081875,"Bocking   Boulevard, 994",89932055629,2021-11-10,Ireland,Waterford,True,ext 83
Yes,Winchester,russel_goldsmith1168793879@gembat.biz,Valid,Russel,,Poultry;Fish,Goldsmith,,+(44)5031 133540,"Bolingbroke  Hill, 2279",89932086701,2021-11-08,England,Winchester,True,ext 63
Yes,Dublin,roger_wright381107094@famism.biz,Valid,Roger,,Fruit;Vegetables,Wright,,+(353)7862 351603,"Vincent  Rue, 8902",89892590236,2021-06-13,Ireland,Dublin,True,ext 6
Yes,Ireland,russel_foxley663627016@bauros.biz,Valid,Russel,,Meat,Foxley,,+(353)1205 127724,"Berriman  Boulevard, 5427",89924010272,2021-04-15,Ireland,,False,ext 49
,Cork,denny_garcia1103157690@irrepsy.com,Valid,Denny,,Poultry;Fish,Garcia,,+(353)8660 267132,"Sherwood  Route, 5090",89925710979,2021-11-02,Ireland,Cork,True,ext 59
Yes,Ireland,sebastian_wright1600436102@iatim.tech,Valid,Sebastian,,Fruit;Vegetables,Wright,,+(353)7050 217168,"Thoresby   Crossroad, 9832",89882836577,2021-07-02,Ireland,,False,ext 4
Yes,Winchester,domenic_wren14381170@nimogy.biz,Valid,Domenic,,Fruit;Vegetables,Wren,,+(44)5285 860212,"Camley   Lane, 3045",89922822171,2021-01-19,England,Winchester,True,ext 13
Yes,Limerick,ryan_samuel956991551@mafthy.com,Valid,Ryan,,Bakery products,Samuel,,+(353)2057 638257,"Birkenhead   Lane, 925",89923821184,2021-08-29,Ireland,Limerick,True,ext 77
Yes,Winchester,mike_stone845817552@gmail.com,Valid,Mike,,Meat,Stone,,+(44)6110 804052,"Magnolia Avenue, 6002",89923852624,2021-07-06,England,Winchester,True,ext 71
Yes,Dublin,maribel_underhill297074799@ubusive.com,Valid,Maribel,,Poultry;Fish,Underhill,,+(353)7838 313103,"Cheney  Street, 1998",89929063203,2021-02-19,Ireland,Dublin,True,ext 66
Yes,Plymouth,mike_may1912799136@acrit.org,Valid,Mike,,Meat,May,,+(44)5244 071700,"Carpenter Street, 6805",89892117673,2021-06-18,England,Plymouth,True,ext 51
Yes,Cork,doug_adams769203289@bauros.biz,Valid,Doug,,Poultry;Fish,Adams,,+(353)5533 311851,"Lincoln Lane, 6305",89919436380,2021-03-10,Ireland,Cork,True,ext 89
Yes,England,mark_kennedy308362540@twace.org,Valid,Mark,,Animal feeds,Kennedy,,+(44)4368 284051,"Collingwood  Vale, 3736",89923447147,2021-01-31,England,,False,ext 65
Yes,Winchester,mason_plant366804106@jiman.org,Valid,Mason,,Poultry;Fish,Plant,,+(44)3141 47820,"Parkfields Walk, 8322",89926024121,2021-08-05,England,Winchester,True,ext 39
Yes,Cork,denny_williams870787331@sheye.org,Valid,Denny,,Fruit;Vegetables,Williams,,+(353)5030 736128,"Monroe Crossroad, 9111",89926118264,2021-01-03,Ireland,Cork,True,ext 100
Yes,Cork,sebastian_tennant1327263138@bungar.biz,Valid,Sebastian,,Bakery products,Tennant,,+(353)6586 47674,"Kingly  Avenue, 4349",89929492386,2021-09-15,Ireland,Cork,True,ext 4
Yes,Milton Keynes,sabrina_styles1219872109@sveldo.biz,Valid,Sabrina,,Poultry;Fish,Styles,,+(44)8640 622814,"Littlebury  Walk, 9467",89932086702,2021-08-08,England,Milton Keynes,True,ext 79
